sctb_cd,sctb_nm,item1_cd,item1_nm,item2_cd,item2_nm,item3_cd,item3_nm,item4_cd,item4_nm,sttst_unit,sttst_pntm,sttst_vl
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1997,1.4
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1982,29.8
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1981,29.2
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1980,33
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1979,34.4
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1978,33.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1996,6.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1995,5.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1994,4.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1993,8.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1992,-1.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1990,23.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1989,12.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1966,24.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1965,22.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1964,22.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1963,12.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1960,-1.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1959,18.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1958,25.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1957,15.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1956,15.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1955,-0.4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1954,26.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2021,6.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2020,-1.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2019,1.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2018,3.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2017,3.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2016,2.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2015,1.7
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1975,27.4
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1974,27
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1973,24.2
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1972,21.3
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1971,23
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1970,25.2
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1969,25.6
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1968,24.9
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1967,20.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2014,3.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2013,3.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2012,1.4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2011,5.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2010,13.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010103,"(제조업)",,,,,,,% ,2009,-2.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2019,-2.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2018,-2.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2017,9.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2016,6.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2015,5.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2014,3.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2013,2.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2012,-0.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2011,1.3
200Y001,"2.1.1.1. 주요지표(연간지???)",30102,"총고정자본형성",,,,,,,% ,2010,5.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2009,0.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2008,-0.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2007,5.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2006,4
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2005,1.5
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1994,9.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1975,6.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1974,7.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1973,2.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1972,8.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1971,8.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1970,7.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1969,10.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1968,10.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1967,9.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1966,11.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1965,6.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1964,0.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1963,5.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010102,"정부",,,,,,,% ,1962,4.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,2008,1.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1994,9.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1993,6.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1992,7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1991,9.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1990,10.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1989,10.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1988,9.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1987,8.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1986,9.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1985,7.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1980,0
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1979,8.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1978,8.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1977,5.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1976,8.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1975,5.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1974,7.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1972,5.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1971,9.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1970,10.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1969,10.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1968,10.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2013,1.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2012,2.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2011,14.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2010,17.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2009,-6.9
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2008,3.3
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1994,51.8
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1993,51.1
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1992,50.9
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1991,50.3
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1990,50.2
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1989,50.6
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1988,48.9
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1987,50.8
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1985,55.9
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1984,56.6
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1982,61.6
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1981,62.8
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1980,62.7
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1979,60
200Y001,"2.1.1.1. 주요지표(연간지표)",6010101,"민간",,,,,,,% ,1978,59.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,1992,12.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,1991,11.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,1990,18
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,1989,16.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2007,11.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2006,12.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2005,7.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2004,12.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2003,10.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2002,14.9
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2001,-3.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,2000,22.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1999,24.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1998,-24.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1997,2.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1996,14.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1995,22
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1994,23.9
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1993,6.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1992,4.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1991,20
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1990,13.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1989,15.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1988,13.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1987,18.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1986,33.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1985,-2
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1984,4.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1983,6.9
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1982,1.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1981,4.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1980,-3.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1979,13.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1978,30.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1977,22.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1976,24.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1975,4.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30106,"재화와서비스의수입",,,,,,,% ,1974,19.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010601,"(재화)",,,,,,,% ,2000,23.1
200Y001,"2.1.1.1. 주요지표(연간지표)",8010102,"(가계 및 비영리단체)",,,,,,,% ,1978,16
200Y001,"2.1.1.1. 주요지표(연간지표)",8010102,"(가계 및 비영리단체)",,,,,,,% ,1977,14.6
200Y001,"2.1.1.1. 주요지표(연간지표)",8010102,"(가계 및 비영리단체)",,,,,,,% ,1976,11.9
200Y001,"2.1.1.1. 주요지표(연간지표)",8010102,"(가계 및 비영리단체)",,,,,,,% ,1975,8.2
200Y001,"2.1.1.1. 주요지표(연간지표)",8010101,"민간",,,,,,,% ,2021,31.4
200Y001,"2.1.1.1. 주요지표(연간지표)",8010101,"민간",,,,,,,% ,2020,32.5
200Y001,"2.1.1.1. 주요지표(연간지표)",8010101,"민간",,,,,,,% ,2019,27.7
200Y001,"2.1.1.1. 주요지표(연간지표)",8010101,"민간",,,,,,,% ,2018,27.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1984,16
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1983,8.9
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1982,2.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1981,0.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1980,-19.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1979,13.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1978,45.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1977,38
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1976,45.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1975,12.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1974,15.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1973,22.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1972,10.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1971,24
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1970,5.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1969,19.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1968,36.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1967,32
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1966,136.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1965,26.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1964,-26.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1963,33.9
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1962,37.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1961,-1.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1960,22.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1959,-14.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1958,-12.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1957,12.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1956,44.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1955,36.1
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1954,42.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010203,"(토목건설)",,,,,,,% ,2021,-8.1
