지점,지점명,일시,1시간평균 미세먼지농도(㎍/㎥)
100,대관령,2023-03-23 03:00,6
100,대관령,2023-03-23 04:00,9
100,대관령,2023-03-23 05:00,19
100,대관령,2023-03-23 06:00,21
100,대관령,2023-03-23 07:00,24
100,대관령,2023-03-23 08:00,17
100,대관령,2023-03-23 09:00,10
100,대관령,2023-03-23 10:00,15
100,대관령,2023-03-23 11:00,16
100,대관령,2023-03-23 12:00,23
100,대관령,2023-03-23 13:00,14
100,대관령,2023-03-23 14:00,14
100,대관령,2023-03-23 15:00,19
100,대관령,2023-03-23 16:00,27
100,대관령,2023-03-23 17:00,15
100,대관령,2023-03-23 18:00,10
100,대관령,2023-03-24 02:00,5
100,대관령,2023-03-24 05:00,37
100,대관령,2023-03-24 06:00,72
100,대관령,2023-03-24 07:00,104
100,대관령,2023-03-24 08:00,89
100,대관령,2023-03-24 09:00,114
100,대관령,2023-03-24 10:00,148
100,대관령,2023-03-24 11:00,137
100,대관령,2023-03-24 12:00,118
100,대관령,2023-03-24 13:00,118
100,대관령,2023-03-24 14:00,125
100,대관령,2023-03-24 15:00,115
100,대관령,2023-03-24 16:00,85
100,대관령,2023-03-24 17:00,84
100,대관령,2023-03-24 18:00,73
100,대관령,2023-03-24 19:00,49
100,대관령,2023-03-24 20:00,16
100,대관령,2023-03-24 21:00,14
100,대관령,2023-03-24 22:00,11
100,대관령,2023-03-24 23:00,12
100,대관령,2023-03-25 00:00,11
100,대관령,2023-03-25 01:00,15
100,대관령,2023-03-25 02:00,13
100,대관령,2023-03-25 03:00,10
100,대관령,2023-03-25 04:00,9
100,대관령,2023-03-25 05:00,9
100,대관령,2023-03-25 06:00,10
100,대관령,2023-03-25 07:00,18
100,대관령,2023-03-25 08:00,12
100,대관령,2023-03-25 09:00,7
100,대관령,2023-03-25 10:00,10
100,대관령,2023-03-25 11:00,14
100,대관령,2023-03-25 12:00,32
100,대관령,2023-03-25 13:00,52
100,대관령,2023-03-25 14:00,51
100,대관령,2023-03-25 15:00,19
100,대관령,2023-03-25 16:00,12
100,대관령,2023-03-25 17:00,31
100,대관령,2023-03-25 18:00,8
100,대관령,2023-03-25 19:00,10
100,대관령,2023-03-25 20:00,6
100,대관령,2023-03-25 21:00,10
100,대관령,2023-03-25 22:00,12
100,대관령,2023-03-25 23:00,9
100,대관령,2023-03-26 00:00,18
100,대관령,2023-03-26 01:00,15
100,대관령,2023-03-26 02:00,35
100,대관령,2023-03-26 03:00,43
100,대관령,2023-03-26 04:00,46
100,대관령,2023-03-26 05:00,48
100,대관령,2023-03-26 06:00,72
100,대관령,2023-03-26 07:00,61
100,대관령,2023-03-26 08:00,13
100,대관령,2023-03-26 11:00,7
100,대관령,2023-03-26 14:00,26
100,대관령,2023-03-26 15:00,44
100,대관령,2023-03-26 16:00,15
100,대관령,2023-03-26 17:00,8
100,대관령,2023-03-26 18:00,17
100,대관령,2023-03-26 19:00,30
100,대관령,2023-03-26 20:00,36
100,대관령,2023-03-26 21:00,37
100,대관령,2023-03-26 22:00,27
100,대관령,2023-03-26 23:00,25
100,대관령,2023-03-27 00:00,23
100,대관령,2023-03-27 01:00,14
100,대관령,2023-03-27 02:00,17
100,대관령,2023-03-27 03:00,10
100,대관령,2023-03-27 04:00,13
100,대관령,2023-03-27 05:00,8
100,대관령,2023-03-27 06:00,12
100,대관령,2023-03-27 07:00,13
100,대관령,2023-03-27 08:00,18
100,대관령,2023-03-27 09:00,27
100,대관령,2023-03-27 10:00,38
100,대관령,2023-03-27 11:00,57
100,대관령,2023-03-27 12:00,52
100,대관령,2023-03-27 13:00,66
100,대관령,2023-03-27 14:00,57
100,대관령,2023-03-27 15:00,56
100,대관령,2023-03-27 16:00,60
100,대관령,2023-03-27 17:00,48
100,대관령,2023-03-27 18:00,40
100,대관령,2023-03-27 19:00,38
100,대관령,2023-03-27 20:00,31
100,대관령,2023-03-27 21:00,33
100,대관령,2023-03-27 22:00,27
100,대관령,2023-03-27 23:00,27
100,대관령,2023-03-28 00:00,41
100,대관령,2023-03-28 01:00,27
100,대관령,2023-03-28 02:00,38
100,대관령,2023-03-28 03:00,32
100,대관령,2023-03-28 04:00,20
100,대관령,2023-03-28 05:00,25
100,대관령,2023-03-28 06:00,27
100,대관령,2023-03-28 07:00,29
100,대관령,2023-03-28 08:00,24
100,대관령,2023-03-28 09:00,35
100,대관령,2023-03-28 10:00,50
100,대관령,2023-03-28 11:00,66
100,대관령,2023-03-28 12:00,86
100,대관령,2023-03-28 13:00,76
100,대관령,2023-03-28 14:00,78
100,대관령,2023-03-28 15:00,94
100,대관령,2023-03-28 16:00,114
100,대관령,2023-03-28 17:00,76
100,대관령,2023-03-28 18:00,80
100,대관령,2023-03-28 19:00,100
100,대관령,2023-03-28 20:00,89
100,대관령,2023-03-28 21:00,86
100,대관령,2023-03-28 22:00,83
100,대관령,2023-03-28 23:00,77
100,대관령,2023-03-29 00:00,63
102,백령도,2023-03-23 01:00,20
102,백령도,2023-03-23 03:00,29
102,백령도,2023-03-23 04:00,39
102,백령도,2023-03-23 05:00,36
102,백령도,2023-03-23 06:00,38
102,백령도,2023-03-23 07:00,57
102,백령도,2023-03-23 08:00,57
102,백령도,2023-03-23 09:00,81
102,백령도,2023-03-23 10:00,272
102,백령도,2023-03-23 11:00,375
102,백령도,2023-03-23 12:00,409
102,백령도,2023-03-23 13:00,393
102,백령도,2023-03-23 14:00,393
102,백령도,2023-03-23 15:00,391
102,백령도,2023-03-23 16:00,282
102,백령도,2023-03-23 17:00,235
102,백령도,2023-03-23 18:00,175
102,백령도,2023-03-23 19:00,140
102,백령도,2023-03-23 20:00,105
102,백령도,2023-03-23 21:00,66
102,백령도,2023-03-23 22:00,71
102,백령도,2023-03-23 23:00,66
102,백령도,2023-03-24 00:00,67
102,백령도,2023-03-24 01:00,53
102,백령도,2023-03-24 02:00,66
102,백령도,2023-03-24 03:00,81
102,백령도,2023-03-24 04:00,88
102,백령도,2023-03-24 05:00,71
102,백령도,2023-03-24 06:00,68
102,백령도,2023-03-24 07:00,68
102,백령도,2023-03-24 08:00,62
102,백령도,2023-03-24 09:00,64
102,백령도,2023-03-24 10:00,53
102,백령도,2023-03-24 11:00,57
102,백령도,2023-03-24 12:00,52
102,백령도,2023-03-24 13:00,58
102,백령도,2023-03-24 14:00,52
102,백령도,2023-03-24 15:00,49
102,백령도,2023-03-24 16:00,48
102,백령도,2023-03-24 17:00,33
102,백령도,2023-03-24 18:00,41
102,백령도,2023-03-24 19:00,33
102,백령도,2023-03-24 20:00,38
102,백령도,2023-03-24 21:00,35
102,백령도,2023-03-24 22:00,37
102,백령도,2023-03-24 23:00,33
102,백령도,2023-03-25 00:00,37
102,백령도,2023-03-25 01:00,37
102,백령도,2023-03-25 02:00,25
102,백령도,2023-03-25 03:00,34
102,백령도,2023-03-25 04:00,38
102,백령도,2023-03-25 05:00,42
102,백령도,2023-03-25 06:00,38
102,백령도,2023-03-25 07:00,41
102,백령도,2023-03-25 08:00,38
102,백령도,2023-03-25 09:00,36
102,백령도,2023-03-25 10:00,39
102,백령도,2023-03-25 11:00,38
102,백령도,2023-03-25 12:00,47
102,백령도,2023-03-25 13:00,52
102,백령도,2023-03-25 14:00,56
102,백령도,2023-03-25 15:00,59
102,백령도,2023-03-25 16:00,54
102,백령도,2023-03-25 17:00,62
102,백령도,2023-03-25 18:00,45
102,백령도,2023-03-25 19:00,51
102,백령도,2023-03-25 20:00,50
102,백령도,2023-03-25 21:00,37
102,백령도,2023-03-25 22:00,33
102,백령도,2023-03-25 23:00,34
102,백령도,2023-03-26 00:00,33
102,백령도,2023-03-26 01:00,28
102,백령도,2023-03-26 02:00,28
102,백령도,2023-03-26 03:00,30
102,백령도,2023-03-26 04:00,39
102,백령도,2023-03-26 05:00,46
102,백령도,2023-03-26 06:00,43
102,백령도,2023-03-26 07:00,38
102,백령도,2023-03-26 08:00,34
102,백령도,2023-03-26 09:00,30
102,백령도,2023-03-26 10:00,26
102,백령도,2023-03-26 11:00,26
102,백령도,2023-03-26 12:00,24
102,백령도,2023-03-26 13:00,37
102,백령도,2023-03-26 14:00,31
102,백령도,2023-03-26 15:00,47
102,백령도,2023-03-26 16:00,37
102,백령도,2023-03-26 17:00,44
102,백령도,2023-03-26 18:00,40
102,백령도,2023-03-26 19:00,30
102,백령도,2023-03-26 20:00,36
102,백령도,2023-03-26 21:00,33
102,백령도,2023-03-26 22:00,26
102,백령도,2023-03-26 23:00,26
102,백령도,2023-03-27 00:00,30
102,백령도,2023-03-27 01:00,30
102,백령도,2023-03-27 02:00,30
102,백령도,2023-03-27 03:00,37
102,백령도,2023-03-27 04:00,38
102,백령도,2023-03-27 05:00,43
102,백령도,2023-03-27 06:00,41
102,백령도,2023-03-27 07:00,48
102,백령도,2023-03-27 08:00,54
102,백령도,2023-03-27 09:00,48
102,백령도,2023-03-27 10:00,50
102,백령도,2023-03-27 11:00,55
102,백령도,2023-03-27 12:00,61
102,백령도,2023-03-27 13:00,48
102,백령도,2023-03-27 14:00,30
102,백령도,2023-03-27 15:00,37
102,백령도,2023-03-27 16:00,35
102,백령도,2023-03-27 17:00,30
102,백령도,2023-03-27 18:00,45
102,백령도,2023-03-27 19:00,51
102,백령도,2023-03-27 20:00,35
102,백령도,2023-03-27 21:00,27
102,백령도,2023-03-27 22:00,33
102,백령도,2023-03-27 23:00,16
102,백령도,2023-03-28 00:00,22
102,백령도,2023-03-28 01:00,41
102,백령도,2023-03-28 02:00,19
102,백령도,2023-03-28 03:00,25
102,백령도,2023-03-28 04:00,23
102,백령도,2023-03-28 05:00,28
102,백령도,2023-03-28 06:00,32
102,백령도,2023-03-28 07:00,29
102,백령도,2023-03-28 08:00,30
102,백령도,2023-03-28 09:00,26
102,백령도,2023-03-28 10:00,32
102,백령도,2023-03-28 11:00,35
102,백령도,2023-03-28 12:00,32
102,백령도,2023-03-28 13:00,37
102,백령도,2023-03-28 14:00,41
102,백령도,2023-03-28 15:00,46
102,백령도,2023-03-28 16:00,45
102,백령도,2023-03-28 17:00,55
102,백령도,2023-03-28 18:00,60
102,백령도,2023-03-28 19:00,68
102,백령도,2023-03-28 20:00,44
102,백령도,2023-03-28 21:00,35
102,백령도,2023-03-28 22:00,27
102,백령도,2023-03-29 00:00,10
108,서울,2023-03-23 01:00,45
108,서울,2023-03-23 02:00,42
108,서울,2023-03-23 03:00,45
108,서울,2023-03-23 04:00,43
108,서울,2023-03-23 05:00,43
108,서울,2023-03-23 06:00,43
108,서울,2023-03-23 07:00,43
108,서울,2023-03-23 08:00,34
108,서울,2023-03-23 09:00,38
108,서울,2023-03-23 10:00,34
108,서울,2023-03-23 11:00,44
108,서울,2023-03-23 12:00,42
108,서울,2023-03-23 13:00,60
108,서울,2023-03-23 14:00,81
108,서울,2023-03-23 15:00,81
108,서울,2023-03-23 16:00,78
108,서울,2023-03-23 17:00,147
108,서울,2023-03-23 18:00,253
108,서울,2023-03-23 19:00,333
108,서울,2023-03-23 20:00,384
108,서울,2023-03-23 21:00,385
108,서울,2023-03-23 22:00,307
108,서울,2023-03-23 23:00,267
108,서울,2023-03-24 00:00,219
108,서울,2023-03-24 01:00,199
108,서울,2023-03-24 02:00,177
108,서울,2023-03-24 03:00,169
108,서울,2023-03-24 04:00,163
108,서울,2023-03-24 05:00,164
108,서울,2023-03-24 06:00,154
108,서울,2023-03-24 07:00,151
108,서울,2023-03-24 08:00,140
108,서울,2023-03-24 09:00,136
108,서울,2023-03-24 10:00,139
108,서울,2023-03-24 11:00,154
108,서울,2023-03-24 12:00,166
108,서울,2023-03-24 13:00,174
108,서울,2023-03-24 14:00,187
108,서울,2023-03-24 15:00,198
108,서울,2023-03-24 16:00,198
108,서울,2023-03-24 17:00,190
108,서울,2023-03-24 18:00,177
108,서울,2023-03-24 19:00,160
108,서울,2023-03-24 20:00,149
108,서울,2023-03-24 21:00,139
108,서울,2023-03-24 22:00,133
108,서울,2023-03-24 23:00,127
108,서울,2023-03-25 00:00,125
108,서울,2023-03-25 01:00,115
108,서울,2023-03-25 02:00,120
108,서울,2023-03-25 03:00,115
108,서울,2023-03-25 04:00,93
108,서울,2023-03-25 05:00,82
108,서울,2023-03-25 06:00,80
108,서울,2023-03-25 07:00,71
108,서울,2023-03-25 08:00,64
108,서울,2023-03-25 09:00,64
108,서울,2023-03-25 10:00,74
108,서울,2023-03-25 11:00,102
108,서울,2023-03-25 12:00,140
